window_start,node_id,source_file,node_role,layer,parent_mac,n_samples_present,n_samples_expected,rssi_dbm_mean,rssi_dbm_var,rssi_dbm_min,rssi_dbm_max,retry_count_delta,retry_count_reset_detected,tx_count_delta,tx_count_reset_detected,probes_count_delta,probes_count_reset_detected,window_label,window_phase_id,ForwardingRatio,IngressEgressDelta,ConsistencyScore,RetryRate,RSSI_mean,RSSI_var,RSSI_Hop_Diff,LatencyHopRatio,TunnelIntensity,TunnelBytes,TunnelLatency,ParentSwitchRate,LayerChangeCount,HopStabilityDuration,RSSI_stability,PDR,_pdr_clipped,Label,missing_firmware_fields
230,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-60.8,4.960000000000001,-64.0,-57.0,0.0,False,3.0,False,3.0,False,0.0,0.0,,,,0.0,-60.8,4.960000000000001,9.799999999999997,,,,,0.0,0,4.0,3.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
235,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-62.4,13.440000000000001,-66.0,-56.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-62.4,13.440000000000001,11.399999999999999,,,,,0.0,0,4.0,2.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
240,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-47.8,2.96,-51.0,-46.0,0.0,False,3.0,False,3.0,False,0.0,0.0,,,,0.0,-47.8,2.96,3.200000000000003,,,,,0.0,0,4.0,3.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
245,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-48.4,1.0400000000000003,-50.0,-47.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-48.4,1.0400000000000003,2.6000000000000014,,,,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
250,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-53.6,9.04,-59.0,-50.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-53.6,9.04,2.6000000000000014,,,,,0.0,0,4.0,2.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
255,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-52.2,1.3599999999999999,-53.0,-50.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-52.2,1.3599999999999999,1.2000000000000028,,,,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
260,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-52.6,1.8399999999999999,-54.0,-50.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-52.6,1.8399999999999999,1.6000000000000014,,,,,0.0,0,4.0,4.0,0.9999997500000625,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
265,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-52.8,0.16,-53.0,-52.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-52.8,0.16,1.7999999999999972,,,,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
270,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-53.0,0.0,-53.0,-53.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-53.0,0.0,2.0,,,,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
275,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-52.2,2.5599999999999996,-53.0,-49.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-52.2,2.5599999999999996,1.2000000000000028,,,,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
280,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-53.0,0.0,-53.0,-53.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-53.0,0.0,2.0,,,,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
285,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-53.0,0.0,-53.0,-53.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-53.0,0.0,2.0,,,,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
