t_anchor_s,nodes,status,unresolved_parents,max_layer,layers_agree,reason,run_id
-360.0,2,OK,0,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618",linear_blackhole_20260917_125131
80.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
81.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
82.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
83.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
84.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
85.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
86.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
87.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
88.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
89.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
90.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
91.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
92.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
93.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
94.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
95.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
96.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
97.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
98.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
99.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
100.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
101.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
102.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
103.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
104.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
105.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
106.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
107.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
108.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
109.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
110.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
111.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
112.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
113.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
114.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
115.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
116.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
117.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
118.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
119.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
120.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
121.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
122.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
123.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
124.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
125.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
126.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
127.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
128.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
129.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
130.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
131.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
132.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
133.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
134.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
135.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
136.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
137.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
138.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
139.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
140.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
141.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
142.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
143.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
144.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
145.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
146.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
147.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
148.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
149.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
150.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
151.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
152.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
153.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
154.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
155.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
156.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
157.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
158.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
159.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
160.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
161.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
162.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
163.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
164.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
165.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
166.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
167.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
168.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
169.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
170.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
171.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
172.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
173.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
174.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
175.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
176.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
177.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
178.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
179.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
180.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
181.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
182.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
183.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
184.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
185.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
186.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
187.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
188.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
189.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
190.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
191.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
192.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
193.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
194.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
195.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
196.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
197.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
198.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
199.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
200.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
201.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
202.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
203.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
204.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
205.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
206.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
207.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
208.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
209.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
210.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
211.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
212.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
213.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
214.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
215.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
216.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
217.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
218.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
219.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
220.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
221.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
222.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
223.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
224.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
225.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
226.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
227.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
228.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
229.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
230.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
231.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
232.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
233.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
234.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
235.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
236.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
237.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
238.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
239.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
240.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
241.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
242.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
243.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
244.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
245.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
246.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
247.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
248.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
249.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
250.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
251.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
252.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
253.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
254.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
255.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
256.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
257.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
258.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
259.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
260.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
261.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
262.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
263.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
264.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
265.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
266.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
267.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
268.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
269.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
270.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
271.0,5,OK,0,5,5/5,"chain of 5 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4",linear_blackhole_20260918_111347
